"","logFC","AveExpr","t","P.Value","adj.P.Val","B","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10"
"cg26802333",-0.015976267,0.0928271985,-2.17867788840978,0.041489077224402,0.041489077224402,-5.10617681561278,"16",56716182,"R","II","MT1X","TSS200","island","TSS200-island","chr16:56715992-56716425",NA,TRUE,"","",""
"cg19094438",-0.023907523,0.1401548785,-2.17816140414364,0.0415325955511884,0.0415325955511884,-5.10712668444168,"16",75286009,"F","II","BCAR1","Body","shore","Body-shore","chr16:75284680-75285821",NA,NA,"","","rs75305612"
"cg18925884",-0.026217718,0.133759371,-2.17782428205531,0.0415610234619841,0.0415610234619841,-5.10774661273007,"3",57204229,"F","II","","IGR","island","IGR-island","chr3:57204169-57204417",NA,NA,"","",""
"cg00503840",0.04943174,0.6279384,2.17750583315276,0.0415878930259787,0.0415878930259787,-5.10833214903275,"7",96650509,"F","II","DLX5","Body","island","Body-island","chr7:96650221-96651551",NA,NA,"","",""
"cg00633969",0.06573772,0.71506059,2.17707241084149,0.0416244890480722,0.0416244890480722,-5.10912900391865,"3",122284550,"R","II","PARP9","TSS1500","shore","TSS1500-shore","chr3:122283002-122283594",NA,NA,"","",""
"cg14667273",0.026383529,0.1198145455,2.17665275188667,0.0416599509024008,0.0416599509024008,-5.10990046168176,"1",1369934,"R","II","VWA1","TSS1500","shore","TSS1500-shore","chr1:1370767-1371449",NA,TRUE,"","",""
"cg22230395",-0.015868344,0.110561301,-2.17646857456427,0.041675522866026,0.041675522866026,-5.11023900540812,"5",153418202,"R","II","FAM114A2","5'UTR","island","5'UTR-island","chr5:153418183-153418669",NA,NA,"","",""
"cg23713520",0.021387881,0.1230717805,2.17646699784003,0.0416756561989788,0.0416756561989788,-5.11024190357215,"16",57318087,"R","II","PLLP","Body","island","Body-island","chr16:57317967-57318964",NA,NA,"","",""
"cg26514492",-0.07089408,0.59033814,-2.17603198787209,0.0417124569034129,0.0417124569034129,-5.11104144253648,"14",105531893,"R","II","GPR132","TSS200","opensea","TSS200-opensea","",NA,NA,"","","rs77290870"
"cg13253729",0.04317998,0.66649895,2.17503713655889,0.0417967299577106,0.0417967299577106,-5.11286958827311,"22",24032426,"R","II","LOC91316","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg26516764",-0.01203122,0.073077086,-2.17496539394392,0.0418028132053753,0.0418028132053753,-5.11300140311748,"13",33160364,"R","II","PDS5B","TSS1500","island","TSS1500-island","chr13:33160284-33160913",NA,NA,"","",""
"cg02775617",-0.02036504,0.22470758,-2.17476686442596,0.0418196512546571,0.0418196512546571,-5.11336615336805,"10",32217281,"F","II","ARHGAP12","5'UTR","shore","5'UTR-shore","chr10:32217353-32218392",TRUE,NA,"","",""
"cg19784449",-0.01894963,0.131717895,-2.17454421291598,0.0418385425282109,0.0418385425282109,-5.11377519759752,"1",27816456,"F","II","WASF2","5'UTR","island","5'UTR-island","chr1:27816342-27816853",NA,NA,"","",""
"cg14490250",-0.014361381,0.0482538965,-2.17393888786787,0.041889941716688,0.041889941716688,-5.11488714019658,"15",64386181,"F","II","FAM96A","5'UTR","island","5'UTR-island","chr15:64385875-64386322",TRUE,NA,"","rs76178692",""
"cg10917602",0.02618634,0.19444834,2.17368177161561,0.0419117912878287,0.0419117912878287,-5.11535938828963,"16",30996630,"R","II","HSD3B7","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg06840801",0.04354595,0.463085545,2.17300222381367,0.0419695887698046,0.0419695887698046,-5.11660735518532,"8",42552719,"R","II","CHRNB3","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg22736323",0.05676262,0.25605295,2.1729769331964,0.041971741208742,0.041971741208742,-5.11665379592213,"4",55095529,"F","II","PDGFRA","1stExon","shore","1stExon-shore","chr4:55096185-55100331",TRUE,NA,"","",""
"cg08450982",0.044255613,0.1584911435,2.17293039970801,0.0419757018527599,0.0419757018527599,-5.11673924371736,"19",41195910,"F","II","NUMBL","Body","shore","Body-shore","chr19:41196279-41197107",NA,NA,"","",""
"cg19108718",-0.02891863,0.176387285,-2.17284412113955,0.0419830462534533,0.0419830462534533,-5.11689767101157,"5",94982330,"R","II","RFESD","TSS200","island","TSS200-island","chr5:94982329-94982694",NA,NA,"","",""
"cg13218435",-0.013390732,0.057239568,-2.17276616737517,0.0419896830170671,0.0419896830170671,-5.11704080871829,"4",152682442,"F","II","PET112L","TSS1500","shore","TSS1500-shore","chr4:152682041-152682293",NA,NA,"","",""
"cg14603345",0.028479241,0.0452533515,2.1713291082374,0.042112201372157,0.042112201372157,-5.11967895142584,"20",11871375,"F","I","BTBD3","TSS200","island","TSS200-island","chr20:11871374-11872207",NA,NA,"high-CpG:11819364-11819568","",""
"cg18508525",0.07892686,0.69864562,2.17123652231871,0.0421201060510628,0.0421201060510628,-5.11984888309032,"7",80230062,"F","II","CD36","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg05668853",0.0340377,0.19468832,2.17105716365249,0.0421354229415088,0.0421354229415088,-5.12017806424814,"17",27044169,"R","II","RAB34","Body","island","Body-island","chr17:27044168-27045049",NA,NA,"","",""
"cg18876487",-0.04556582,0.37301892,-2.17086724701856,0.0421516469877996,0.0421516469877996,-5.1205266044143,"21",45706101,"R","II","AIRE","Body","shore","Body-shore","chr21:45705428-45706044",NA,NA,"","",""
"cg09828634",0.05178142,0.55420223,2.17069706338667,0.0421661901285974,0.0421661901285974,-5.12083891406619,"21",31859610,"F","II","KRTAP19-2","1stExon","opensea","1stExon-opensea","",NA,NA,"","rs7280687",""
"cg19210770",0.01165773,0.051518879,2.17051803396955,0.0421814941195241,0.0421814941195241,-5.12116744061637,"2",220379091,"R","I","ACCN4","1stExon","shore","1stExon-shore","chr2:220377743-220377946",NA,NA,"","",""
"cg22889448",-0.05357986,0.39101407,-2.17034839376282,0.0421960001555154,0.0421960001555154,-5.12147872214859,"19",6886962,"F","II","EMR1","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg05890578",-0.019737614,0.093508378,-2.16950943644903,0.0422678066625641,0.0422678066625641,-5.1230179473823,"2",45877647,"F","II","PRKCE","TSS1500","island","TSS1500-island","chr2:45877178-45879685",NA,NA,"","rs610115","rs75878936"
"cg21105318",0.0496743700000001,0.478597755,2.16913967617715,0.0422994897992449,0.0422994897992449,-5.12369622567683,"2",161056520,"R","II","ITGB6","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg06147863",0.06686427,0.443759005,2.16909737228372,0.0423031160116795,0.0423031160116795,-5.12377382225261,"11",47400113,"R","II","SPI1","5'UTR","shore","5'UTR-shore","chr11:47399788-47400006",NA,NA,"","",""
"cg16984944",-0.021367515,0.1143063105,-2.16909619312915,0.042303217090706,0.042303217090706,-5.12377598512187,"3",99979425,"R","II","TBC1D23","TSS1500","shore","TSS1500-shore","chr3:99979678-99980038",NA,NA,"","",""
"cg21846903",0.021843167,0.1166505555,2.16876247085028,0.0423318331352309,0.0423318331352309,-5.12438808746068,"17",26697281,"R","II","VTN","1stExon","shore","1stExon-shore","chr17:26698359-26699557",NA,TRUE,"low-CpG:23721391-23721493","",""
"cg22010317",0.04982949,0.512261395,2.16853218931105,0.0423515896037708,0.0423515896037708,-5.12481042832779,"X",45060544,"R","II","CXorf36","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg00565688",-0.029622346,0.131254307,-2.16802915731461,0.0423947752440576,0.0423947752440576,-5.12573290259745,"1",3568212,"F","I","TP73","TSS1500","island","TSS1500-island","chr1:3566445-3569636",NA,NA,"","",""
"cg08790491",-0.018351284,0.090679577,-2.16790104103205,0.0424057805139123,0.0424057805139123,-5.12596782473948,"14",58765325,"R","I","FLJ31306","TSS1500","island","TSS1500-island","chr14:58765173-58766386",NA,NA,"","",""
"cg18717447",-0.02961131,0.229775255,-2.16751751206791,0.0424387414334557,0.0424387414334557,-5.12667103652949,"X",133930346,"R","II","FAM122B","5'UTR","shore","5'UTR-shore","chrX:133930787-133931355",NA,NA,"","",""
"cg22139878",-0.017566805,0.0742715315,-2.16751246155997,0.0424391756353502,0.0424391756353502,-5.12668029627379,"10",91174299,"R","II","IFIT5","TSS200","shore","TSS200-shore","chr10:91174405-91175166",NA,NA,"","",""
"cg09532664",0.0618439099999999,0.532393445,2.16731413855879,0.0424562290413792,0.0424562290413792,-5.12704389674596,"5",9631216,"F","II","TAS2R1","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","rs79201303","rs61621590"
"cg17460386",0.02951213,0.374759845,2.16700647117626,0.042482697093939,0.042482697093939,-5.1276079258263,"1",207095668,"F","II","FAIM3","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg22909609",-0.02990133,0.220255015,-2.16691867326522,0.0424902529374246,0.0424902529374246,-5.1277688716619,"13",102105440,"R","II","ITGBL1","Body","shore","Body-shore","chr13:102106165-102106488",NA,NA,"","",""
"cg18546419",-0.012305729,0.0546208075,-2.16649208109327,0.0425269826456124,0.0425269826456124,-5.12855081736211,"5",176433891,"F","II","UIMC1","TSS1500","island","TSS1500-island","chr5:176432854-176433908",NA,NA,"","",""
"cg19044630",-0.00933761599999999,0.045442752,-2.1662939156424,0.0425440545702547,0.0425440545702547,-5.12891402332072,"9",79521532,"R","II","PRUNE2","TSS1500","shore","TSS1500-shore","chr9:79520803-79521508",NA,NA,"","",""
"cg18887228",0.04064173,0.613903365,2.16619944348833,0.0425521955267528,0.0425521955267528,-5.1290871686246,"6",64356606,"F","II","PHF3","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg24820250",0.0418611599999999,0.58086677,2.1658943615934,0.042578495051057,0.042578495051057,-5.12964628032601,"12",10084936,"F","II","CLEC2A","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg04216597",0.031528625,0.1016986905,2.16533982212937,0.0426263368805624,0.0426263368805624,-5.13066243854597,"17",48639836,"F","II","CACNA1G","Body","shore","Body-shore","chr17:48636103-48639279",NA,NA,"","",""
"cg23606023",-0.0454534200000001,0.78912802,-2.16516945241004,0.0426410450169221,0.0426410450169221,-5.13097459789568,"16",89042948,"R","II","CBFA2T3","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg19135982",-0.02492527,0.173233225,-2.16509942266706,0.0426470920718549,0.0426470920718549,-5.13110290525471,"5",36151277,"F","II","SKP2","TSS1500","shore","TSS1500-shore","chr5:36151497-36152379",NA,NA,"","",""
"cg20892287",0.0401190400000001,0.45917343,2.1646410141973,0.042686694822591,0.042686694822591,-5.13194273044021,"11",128893851,"R","II","RICS","1stExon","opensea","1stExon-opensea","",NA,TRUE,"","",""
"cg23427666",0.05028732,0.44285602,2.16443146412781,0.0427048093754778,0.0427048093754778,-5.13232659908152,"8",133880105,"F","II","TG","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg20743744",0.03765254,0.19781551,2.16433729691729,0.0427129519352257,0.0427129519352257,-5.13249909375442,"4",1243849,"F","II","C4orf42","TSS1500","island","TSS1500-island","chr4:1241412-1244111",NA,NA,"high-CpG:1232107-1234012","rs2878539",""
"cg18759346",-0.025134157,0.1335504585,-2.16425214968824,0.0427203157602965,0.0427203157602965,-5.13265506170797,"3",149470375,"F","II","COMMD2","TSS200","island","TSS200-island","chr3:149469909-149470388",TRUE,NA,"","rs76967276",""
"cg05249393",-0.02192627,0.166990005,-2.16421049507932,0.042723918614629,0.042723918614629,-5.13273136091896,"19",11199883,"F","II","LDLR","TSS200","shore","TSS200-shore","chr19:11200919-11201686",TRUE,NA,"","",""
"cg19717150",0.04689357,0.528586545,2.1636790705328,0.0427699076591218,0.0427699076591218,-5.13370469745366,"20",42984878,"R","II","HNF4A","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg07623294",-0.011603339,0.0427553145,-2.16358730875484,0.042777853204499,0.042777853204499,-5.13387274978607,"9",23826507,"R","II","ELAVL2","TSS1500","shelf","TSS1500-shelf","chr9:23822412-23822667",NA,NA,"","",""
"cg13759778",0.04619045,0.559257175,2.16323720819776,0.0428081803356742,0.0428081803356742,-5.13451388271949,"17",29624439,"F","II","NF1","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg10548978",-0.03236835,0.864190975,-2.16319173491352,0.042812120850448,0.042812120850448,-5.13459715242642,"10",72545053,"F","II","C10orf27","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg15841415",-0.028795137,0.1458073015,-2.16303864592291,0.0428253892934766,0.0428253892934766,-5.13487747775446,"5",36606520,"R","II","SLC1A3","1stExon","opensea","1stExon-opensea","",TRUE,NA,"","",""
"cg21148892",0.08499792,0.45356736,2.16265341839231,0.0428587940630477,0.0428587940630477,-5.13558282382172,"2",71047649,"R","II","CLEC4F","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg08587864",-0.02114442,0.13023865,-2.16129242126661,0.0429770019000478,0.0429770019000478,-5.13807416715126,"1",172413612,"R","II","C1orf105","Body","shore","Body-shore","chr1:172412867-172413281",NA,NA,"","rs80166816",""
"cg07355551",0.009571936,0.043808427,2.16114507862291,0.0429898169420634,0.0429898169420634,-5.13834382371832,"20",2489285,"R","II","ZNF343","5'UTR","island","5'UTR-island","chr20:2489190-2489644",TRUE,NA,"","",""
"cg05894797",0.011883801,0.0596500145,2.16110212724487,0.0429935532674798,0.0429935532674798,-5.13842242828945,"1",227058941,"F","II","PSEN2","5'UTR","shore","5'UTR-shore","chr1:227058045-227058906",NA,NA,"","rs6665033",""
"cg14386312",0.0393948200000001,0.26895693,2.16099369102476,0.0430029874100744,0.0430029874100744,-5.13862087122748,"19",58740861,"F","II","ZNF544","5'UTR","shore","5'UTR-shore","chr19:58739943-58740554",NA,NA,"","",""
"cg21365602",-0.04345561,0.213383645,-2.16055351600691,0.0430413027429016,0.0430413027429016,-5.1394263470634,"1",89664407,"F","II","GBP4","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg12044689",0.07258565,0.607712055,2.16008714238948,0.04308193240971,0.04308193240971,-5.14027965276564,"9",97203357,"F","II","HIATL1","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg21880328",0.03355892,0.22941831,2.15995513901019,0.0430934386460298,0.0430934386460298,-5.14052115349585,"7",117514017,"R","II","CTTNBP2","TSS1500","shore","TSS1500-shore","chr7:117512942-117513865",NA,NA,"","",""
"cg25755261",0.016834798,0.059927951,2.15953211270173,0.0431303310759511,0.0431303310759511,-5.14129502025441,"14",35591781,"F","II","PPP2R3C","TSS1500","island","TSS1500-island","chr14:35591126-35592003",NA,NA,"","",""
"cg14129786",0.03906007,0.415378445,2.15920800341207,0.0431586163035501,0.0431586163035501,-5.14188786875484,"10",131321947,"R","II","MGMT","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg01297972",0.0695925100000001,0.700366895,2.15849775848152,0.0432206588064208,0.0432206588064208,-5.14318682909484,"18",72995553,"R","II","TSHZ1","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg07926025",0.04156843,0.459278125,2.15848331763571,0.0432219211077895,0.0432219211077895,-5.14321323707442,"9",14722864,"R","II","CER1","TSS200","opensea","TSS200-opensea","",NA,TRUE,"","","rs73644842"
"cg15765896",-0.014104503,0.0710002415,-2.15822929288548,0.0432441313665049,0.0432441313665049,-5.1436777543036,"12",53472985,"F","II","SPRYD3","Body","island","Body-island","chr12:53472814-53473491",NA,NA,"","",""
"cg11919271",0.0459557299999999,0.453127575,2.1577009694143,0.0432903577325114,0.0432903577325114,-5.14464375373838,"3",151102879,"R","II","MED12L","Body","opensea","Body-opensea","",NA,NA,"","","rs61740424"
"cg18668753",0.02321055,0.332724015,2.15767514120857,0.0432926187567847,0.0432926187567847,-5.14469097489393,"19",57352657,"F","II","PEG3","TSS1500","shore","TSS1500-shore","chr19:57351283-57351995",NA,NA,"","",""
"cg19819571",-0.017061243,0.0567539915,-2.15752258700025,0.0433059756780856,0.0433059756780856,-5.14496987933372,"16",71929055,"R","II","KIAA0174","TSS1500","island","TSS1500-island","chr16:71928861-71929953",NA,NA,"","","rs56083593"
"cg27519140",0.05806278,0.65804439,2.15730688563267,0.0433248678559639,0.0433248678559639,-5.14536421053096,"6",30312645,"R","II","RPP21","TSS1500","shore","TSS1500-shore","chr6:30312837-30313419",NA,NA,"","",""
"cg21667836",-0.02669548,0.16586864,-2.15707859179359,0.0433448711023351,0.0433448711023351,-5.14578153581611,"12",3599355,"R","II","PRMT8","TSS1500","shore","TSS1500-shore","chr12:3599966-3603008",NA,TRUE,"","",""
"cg26927807",-0.03344138,0.80329481,-2.15666459913789,0.0433811668045612,0.0433811668045612,-5.14653825199116,"19",2016532,"F","II","BTBD2","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg11692021",0.05580237,0.419144375,2.15663126041021,0.0433840908899278,0.0433840908899278,-5.14659918623818,"12",6949472,"R","II","GNB3","1stExon","opensea","1stExon-opensea","",NA,TRUE,"","",""
"cg21089667",0.00965243000000003,0.937648315,2.15615262070524,0.0434260913459069,0.0434260913459069,-5.14747394670568,"3",148805262,"F","II","HLTF","TSS1500","shore","TSS1500-shore","chr3:148803904-148804557",NA,NA,"","",""
"cg09286787",0.0438439800000001,0.80053805,2.15592357612004,0.0434462029910587,0.0434462029910587,-5.14789250524823,"19",50978619,"R","II","C19orf63","TSS1500","shore","TSS1500-shore","chr19:50979429-50980208",NA,NA,"","",""
"cg26158194",-0.06159303,0.803118105,-2.15585427498904,0.0434522897610344,0.0434522897610344,-5.14801914144124,"11",1874320,"F","II","LSP1","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg11251877",0.0275461899999999,0.336544895,2.15576637322985,0.0434600113527747,0.0434600113527747,-5.14817976352606,"6",168398981,"R","II","","IGR","shelf","IGR-shelf","chr6:168402226-168402437",NA,NA,"","",""
"cg26646980",0.0527881400000001,0.52064483,2.15541996183355,0.0434904534568995,0.0434904534568995,-5.14881271832316,"9",112225668,"R","II","PTPN3","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg26942392",0.009801896,0.047320415,2.15520019799128,0.0435097760108581,0.0435097760108581,-5.1492142329226,"20",5591638,"F","II","RP5-1022P6.2","1stExon","island","1stExon-island","chr20:5591490-5591875",NA,NA,"high-CpG:5539487-5539688","",""
"cg06648029",0.02479849,0.831223975,2.15490917936895,0.0435353755862141,0.0435353755862141,-5.14974589283656,"3",119499749,"R","II","NR1I2","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg23582408",0.005517094,0.023084178,2.15487578065814,0.0435383143930619,0.0435383143930619,-5.14980690585815,"20",62130111,"F","I","EEF1A2","5'UTR","shelf","5'UTR-shelf","chr20:62125930-62126461",NA,NA,"","",""
"cg16753336",-0.01177808,0.055125496,-2.15482794905698,0.0435425234872986,0.0435425234872986,-5.1498942839717,"19",47524466,"F","II","NPAS1","Body","island","Body-island","chr19:47522904-47525190",NA,NA,"","",""
"cg18236477",0.010829536,0.065136419,2.15475357581327,0.0435490689323471,0.0435490689323471,-5.15003014560087,"13",26043066,"F","II","ATP8A2","Body","island","Body-island","chr13:26042693-26043486",NA,NA,"","",""
"cg15238200",0.05950437,0.285184075,2.15452541759368,0.0435691542732247,0.0435691542732247,-5.15044691639066,"17",73893634,"R","II","TRIM65","TSS1500","shore","TSS1500-shore","chr17:73892496-73893448",NA,NA,"","",""
"cg27114026",0.0276913999999999,0.73019554,2.15424626773107,0.0435937399842307,0.0435937399842307,-5.1509567950139,"12",51740258,"F","II","CELA1","Body","opensea","Body-opensea","",NA,NA,"","rs17860283",""
"cg22155248",-0.02122479,0.160240815,-2.15385839763524,0.0436279219925227,0.0436279219925227,-5.15166518743014,"12",6560794,"F","II","TAPBPL","TSS1500","opensea","TSS1500-opensea","",TRUE,TRUE,"","rs11569389",""
"cg22807551",-0.018762826,0.115882897,-2.1536884581068,0.0436429060020977,0.0436429060020977,-5.1519755340828,"8",17659378,"F","II","MTUS1","TSS1500","shore","TSS1500-shore","chr8:17658166-17659321",NA,NA,"","",""
"cg23152772",0.015313873,0.1163081845,2.15348034244702,0.043661262468733,0.043661262468733,-5.1523555779466,"9",133813632,"R","II","FIBCD1","Body","island","Body-island","chr9:133813631-133815781",NA,TRUE,"","",""
"cg18635110",-0.013727973,0.0816499215,-2.1533689550431,0.0436710900752377,0.0436710900752377,-5.15255897517039,"20",3185384,"F","II","DDRGK1","TSS200","island","TSS200-island","chr20:3184874-3185385",NA,NA,"","",""
"cg07985359",-0.013927992,0.091631038,-2.15331829722023,0.0436755602323181,0.0436755602323181,-5.15265147593062,"19",7894666,"R","II","EVI5L","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg27177839",0.024441027,0.1119479665,2.15315772696741,0.0436897320495598,0.0436897320495598,-5.15294466692742,"14",105635769,"F","II","JAG2","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg01599709",0.015506777,0.0604753225,2.15254524411242,0.043743827718229,0.043743827718229,-5.15406289656752,"5",139725677,"F","II","HBEGF","Body","island","Body-island","chr5:139725530-139726234",NA,NA,"","",""
"cg16011258",-0.019514568,0.07273033,-2.15221473388611,0.0437730442871371,0.0437730442871371,-5.15466623753042,"1",16767021,"R","I","NECAP2","TSS200","island","TSS200-island","chr1:16766998-16767803",NA,NA,"","",""
"cg00768439",0.01801504,0.072481948,2.15208623912715,0.0437844077999964,0.0437844077999964,-5.15490078703623,"X",92928711,"R","II","FAM133A","TSS1500","island","TSS1500-island","chrX:92928546-92928786",TRUE,NA,"","",""
"cg13164537",0.06590473,0.597920005,2.15192512588095,0.0437986597348492,0.0437986597348492,-5.15519486479528,"18",67624071,"R","II","CD226","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg06746171",-0.015810254,0.092029839,-2.15155462711309,0.0438314497145025,0.0438314497145025,-5.15587107906153,"5",151138551,"R","II","ATOX1","TSS1500","shore","TSS1500-shore","chr5:151137992-151138418",NA,NA,"","",""
"cg11891504",-0.024603136,0.109063696,-2.1515314913939,0.0438334980174467,0.0438334980174467,-5.15591330271912,"14",23425909,"R","II","HAUS4","5'UTR","shore","5'UTR-shore","chr14:23425982-23426457",NA,TRUE,"","",""
"cg16758041",-0.02479189,0.156564635,-2.15142635373062,0.0438428073941483,0.0438428073941483,-5.15610517980416,"9",32573371,"F","II","NDUFB6","TSS200","shore","TSS200-shore","chr9:32572996-32573227",NA,NA,"","rs78080832",""
"cg15051063",0.0376613,0.80622395,2.15128014688835,0.0438557562114607,0.0438557562114607,-5.1563719987751,"3",142893947,"F","II","","IGR","opensea","IGR-opensea","",NA,NA,"","",""
"cg20890210",0.011519463,0.0419545955,2.15076365932146,0.0439015267743982,0.0439015267743982,-5.15731446816206,"8",73450181,"F","II","KCNB2","5'UTR","shore","5'UTR-shore","chr8:73448659-73449725",NA,NA,"","rs80347302",""
"cg10376763",0.02848986,0.81302986,2.15052765850627,0.0439224553453216,0.0439224553453216,-5.15774506774374,"2",217724363,"R","II","TNP1","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","",""
"cg23772557",-0.007816816,0.047717947,-2.15019659732299,0.0439518291473464,0.0439518291473464,-5.15834906187964,"21",30397240,"F","II","USP16","5'UTR","island","5'UTR-island","chr21:30396848-30397410",NA,NA,"","",""
"cg23557926",-0.03146356,0.23643661,-2.15018200612152,0.0439531241796214,0.0439531241796214,-5.15837568100514,"1",196620963,"F","II","CFH","TSS200","opensea","TSS200-opensea","",NA,NA,"","rs35046519",""
"cg05722552",-0.021625795,0.0884138875,-2.1501055908278,0.043959906933591,0.043959906933591,-5.15851508566622,"3",173116094,"F","II","NLGN1","TSS200","shore","TSS200-shore","chr3:173115404-173115775",NA,NA,"","",""
"cg04599297",-0.015844141,0.1106462625,-2.14972238783927,0.0439939350323871,0.0439939350323871,-5.15921411756505,"10",26505442,"F","II","GAD2","5'UTR","island","5'UTR-island","chr10:26504383-26507434",TRUE,NA,"","",""
"cg07285953",0.0377291,0.83615337,2.14916469387688,0.0440435005175603,0.0440435005175603,-5.16023131408701,"17",27572551,"F","II","CRYBA1","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg12182525",0.0688573,0.58982757,2.14913894744571,0.0440457899757066,0.0440457899757066,-5.16027826988777,"4",177190321,"R","II","ASB5","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg21783004",0.04810869,0.527204835,2.14887218901415,0.0440695173820799,0.0440695173820799,-5.16076475769435,"5",135290288,"R","II","LECT2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg12893143",0.006892778,0.041954082,2.14880900806037,0.044075138848517,0.044075138848517,-5.16087997539778,"5",176237996,"F","II","UNC5A","Body","island","Body-island","chr5:176236761-176238081",NA,NA,"","rs2917637",""
"cg14493899",0.0316933600000001,0.78473459,2.14841300141729,0.0441103880023252,0.0441103880023252,-5.16160209078474,"6",32807374,"F","II","TAP2","TSS1500","shore","TSS1500-shore","chr6:32806284-32806669",NA,NA,"","rs76684018",""
"cg10920427",-0.025056915,0.1063806275,-2.14834713149709,0.044116253666356,0.044116253666356,-5.1617221960873,"6",111303363,"R","II","RPF2","Body","island","Body-island","chr6:111303114-111303485",NA,NA,"","",""
"cg15448599",0.01777564,0.88194186,2.1483213722591,0.0441185476986422,0.0441185476986422,-5.16176916411088,"3",50315748,"R","II","C3orf45","TSS1500","shore","TSS1500-shore","chr3:50312687-50314419",NA,NA,"","",""
"cg17819635",-0.02746859,0.284468705,-2.14823861783597,0.0441259182659609,0.0441259182659609,-5.16192005174719,"1",67217673,"F","II","TCTEX1D1","TSS1500","shore","TSS1500-shore","chr1:67218079-67218293",NA,TRUE,"","",""
"cg06745740",-0.03196193,0.161020655,-2.14811649535201,0.0441367972131195,0.0441367972131195,-5.16214271326476,"7",81399587,"F","II","HGF","TSS200","opensea","TSS200-opensea","",NA,TRUE,"","",""
"cg04536922",-0.03214189,0.176922335,-2.14805768200687,0.0441420373076936,0.0441420373076936,-5.16224994270033,"4",89978566,"R","II","FAM13A","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg19759064",0.017632678,0.051925761,2.14783431437738,0.0441619438474594,0.0441619438474594,-5.1626571734811,"7",56160687,"F","II","PHKG1","1stExon","opensea","1stExon-opensea","",TRUE,NA,"","",""
"cg20175449",-0.03741064,0.17785722,-2.14771959221591,0.0441721710627187,0.0441721710627187,-5.16286631794879,"11",118123099,"F","II","MPZL3","TSS200","opensea","TSS200-opensea","",TRUE,NA,"low-CpG:117628211-117628310","",""
"cg08099701",0.04508267,0.448204895,2.14753405682444,0.0441887156645298,0.0441887156645298,-5.16320454388241,"15",27160007,"F","II","GABRA5","Body","opensea","Body-opensea","",NA,NA,"","rs74365080",""
"cg25565479",-0.01610093,0.205952885,-2.14752234858238,0.0441897599030957,0.0441897599030957,-5.16322588707589,"11",93861779,"F","II","PANX1","TSS1500","island","TSS1500-island","chr11:93861560-93862773",NA,NA,"","rs4293090",""
"cg18468844",0.04351997,0.452156835,2.14656615330104,0.0442751170275616,0.0442751170275616,-5.16496871008837,"1",28503720,"R","II","PTAFR","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg14456683",-0.016779056,0.102347049,-2.14656447927043,0.0442752665951797,0.0442752665951797,-5.16497176085983,"3",147127010,"R","II","ZIC1","TSS200","island","TSS200-island","chr3:147126988-147128999",TRUE,NA,"","",""
"cg24890446",0.008465387,0.0279414085,2.14652901288816,0.0442784354755862,0.0442784354755862,-5.16503639482951,"11",3014169,"R","II","NAP1L4","TSS1500","island","TSS1500-island","chr11:3012799-3014181",NA,NA,"","",""
